acs_year,state_fips,county_fips,tract,block_group,acs_data_year,median_income,total_pop,white,black,asian,total_pop_hispanic_table,hispanic,under_18,over_65,pct_white,pct_black,pct_asian,pct_hispanic
2017,37,119,005855,3,2023,76429.0,1489.0,888.0,205.0,169.0,1489.0,235.0,,,0.5963734049697784,0.13767629281396912,0.1134989926124916,0.15782404298186703
2018,37,119,005855,3,2023,76429.0,1489.0,888.0,205.0,169.0,1489.0,235.0,,,0.5963734049697784,0.13767629281396912,0.1134989926124916,0.15782404298186703
2019,37,119,005855,3,2023,76429.0,1489.0,888.0,205.0,169.0,1489.0,235.0,,,0.5963734049697784,0.13767629281396912,0.1134989926124916,0.15782404298186703
2020,37,119,005855,3,2023,76429.0,1489.0,888.0,205.0,169.0,1489.0,235.0,,,0.5963734049697784,0.13767629281396912,0.1134989926124916,0.15782404298186703
2021,37,119,005855,3,2023,76429.0,1489.0,888.0,205.0,169.0,1489.0,235.0,,,0.5963734049697784,0.13767629281396912,0.1134989926124916,0.15782404298186703
2015,37,119,003008,3,2023,88077.0,1422.0,853.0,103.0,24.0,1422.0,432.0,,,0.59985935302391,0.07243319268635724,0.016877637130801686,0.3037974683544304
2016,37,119,003008,3,2023,88077.0,1422.0,853.0,103.0,24.0,1422.0,432.0,,,0.59985935302391,0.07243319268635724,0.016877637130801686,0.3037974683544304
2017,37,119,003008,3,2023,88077.0,1422.0,853.0,103.0,24.0,1422.0,432.0,,,0.59985935302391,0.07243319268635724,0.016877637130801686,0.3037974683544304
2018,37,119,003008,3,2023,88077.0,1422.0,853.0,103.0,24.0,1422.0,432.0,,,0.59985935302391,0.07243319268635724,0.016877637130801686,0.3037974683544304
2019,37,119,003008,3,2023,88077.0,1422.0,853.0,103.0,24.0,1422.0,432.0,,,0.59985935302391,0.07243319268635724,0.016877637130801686,0.3037974683544304
2020,37,119,003008,3,2023,88077.0,1422.0,853.0,103.0,24.0,1422.0,432.0,,,0.59985935302391,0.07243319268635724,0.016877637130801686,0.3037974683544304
2021,37,119,003008,3,2023,88077.0,1422.0,853.0,103.0,24.0,1422.0,432.0,,,0.59985935302391,0.07243319268635724,0.016877637130801686,0.3037974683544304
2022,37,119,003008,3,2023,88077.0,1422.0,853.0,103.0,24.0,1422.0,432.0,,,0.59985935302391,0.07243319268635724,0.016877637130801686,0.3037974683544304
2023,37,119,003008,3,2023,88077.0,1422.0,853.0,103.0,24.0,1422.0,432.0,,,0.59985935302391,0.07243319268635724,0.016877637130801686,0.3037974683544304
2016,37,119,003600,1,2023,88085.0,1233.0,801.0,239.0,33.0,1233.0,40.0,,,0.6496350364963503,0.19383617193836172,0.0267639902676399,0.032441200324412
2017,37,119,003600,1,2023,88085.0,1233.0,801.0,239.0,33.0,1233.0,40.0,,,0.6496350364963503,0.19383617193836172,0.0267639902676399,0.032441200324412
2018,37,119,003600,1,2023,88085.0,1233.0,801.0,239.0,33.0,1233.0,40.0,,,0.6496350364963503,0.19383617193836172,0.0267639902676399,0.032441200324412
2019,37,119,003600,1,2023,88085.0,1233.0,801.0,239.0,33.0,1233.0,40.0,,,0.6496350364963503,0.19383617193836172,0.0267639902676399,0.032441200324412
2020,37,119,003600,1,2023,88085.0,1233.0,801.0,239.0,33.0,1233.0,40.0,,,0.6496350364963503,0.19383617193836172,0.0267639902676399,0.032441200324412
2021,37,119,003600,1,2023,88085.0,1233.0,801.0,239.0,33.0,1233.0,40.0,,,0.6496350364963503,0.19383617193836172,0.0267639902676399,0.032441200324412
2022,37,119,003600,1,2023,88085.0,1233.0,801.0,239.0,33.0,1233.0,40.0,,,0.6496350364963503,0.19383617193836172,0.0267639902676399,0.032441200324412
2023,37,119,003600,1,2023,88085.0,1233.0,801.0,239.0,33.0,1233.0,40.0,,,0.6496350364963503,0.19383617193836172,0.0267639902676399,0.032441200324412
2017,37,119,005534,1,2023,16571.0,700.0,490.0,18.0,32.0,700.0,144.0,,,0.7,0.025714285714285714,0.045714285714285714,0.2057142857142857
2018,37,119,005534,1,2023,16571.0,700.0,490.0,18.0,32.0,700.0,144.0,,,0.7,0.025714285714285714,0.045714285714285714,0.2057142857142857
2020,37,119,005927,2,2023,69741.0,2572.0,536.0,1330.0,167.0,2572.0,243.0,,,0.208398133748056,0.5171073094867807,0.06493001555209954,0.09447900466562986
2021,37,119,005927,2,2023,69741.0,2572.0,536.0,1330.0,167.0,2572.0,243.0,,,0.208398133748056,0.5171073094867807,0.06493001555209954,0.09447900466562986
2015,37,119,005855,3,2023,76429.0,1489.0,888.0,205.0,169.0,1489.0,235.0,,,0.5963734049697784,0.13767629281396912,0.1134989926124916,0.15782404298186703
2015,37,119,005534,1,2023,16571.0,700.0,490.0,18.0,32.0,700.0,144.0,,,0.7,0.025714285714285714,0.045714285714285714,0.2057142857142857
2016,37,119,005534,1,2023,16571.0,700.0,490.0,18.0,32.0,700.0,144.0,,,0.7,0.025714285714285714,0.045714285714285714,0.2057142857142857
2015,37,119,005866,3,2023,61638.0,514.0,97.0,40.0,222.0,514.0,108.0,,,0.188715953307393,0.07782101167315175,0.43190661478599224,0.21011673151750973
2016,37,119,005866,3,2023,61638.0,514.0,97.0,40.0,222.0,514.0,108.0,,,0.188715953307393,0.07782101167315175,0.43190661478599224,0.21011673151750973
2019,37,119,001000,3,2023,74826.0,1679.0,1149.0,281.0,73.0,1679.0,57.0,,,0.6843359142346634,0.1673615247170935,0.043478260869565216,0.033948779035139966
2020,37,119,001000,3,2023,74826.0,1679.0,1149.0,281.0,73.0,1679.0,57.0,,,0.6843359142346634,0.1673615247170935,0.043478260869565216,0.033948779035139966
2021,37,119,001000,3,2023,74826.0,1679.0,1149.0,281.0,73.0,1679.0,57.0,,,0.6843359142346634,0.1673615247170935,0.043478260869565216,0.033948779035139966
2022,37,119,001000,3,2023,74826.0,1679.0,1149.0,281.0,73.0,1679.0,57.0,,,0.6843359142346634,0.1673615247170935,0.043478260869565216,0.033948779035139966
2023,37,119,001000,3,2023,74826.0,1679.0,1149.0,281.0,73.0,1679.0,57.0,,,0.6843359142346634,0.1673615247170935,0.043478260869565216,0.033948779035139966
2015,37,119,001914,1,2023,39612.0,2363.0,289.0,1045.0,10.0,2363.0,1057.0,,,0.1223021582733813,0.4422344477359289,0.004231908590774439,0.4473127380448582
2016,37,119,001914,1,2023,39612.0,2363.0,289.0,1045.0,10.0,2363.0,1057.0,,,0.1223021582733813,0.4422344477359289,0.004231908590774439,0.4473127380448582
2017,37,119,001914,1,2023,39612.0,2363.0,289.0,1045.0,10.0,2363.0,1057.0,,,0.1223021582733813,0.4422344477359289,0.004231908590774439,0.4473127380448582
2018,37,119,001914,1,2023,39612.0,2363.0,289.0,1045.0,10.0,2363.0,1057.0,,,0.1223021582733813,0.4422344477359289,0.004231908590774439,0.4473127380448582
2019,37,119,001914,1,2023,39612.0,2363.0,289.0,1045.0,10.0,2363.0,1057.0,,,0.1223021582733813,0.4422344477359289,0.004231908590774439,0.4473127380448582
2020,37,119,001914,1,2023,39612.0,2363.0,289.0,1045.0,10.0,2363.0,1057.0,,,0.1223021582733813,0.4422344477359289,0.004231908590774439,0.4473127380448582
2015,37,119,005405,2,2023,105030.0,1800.0,114.0,1235.0,28.0,1800.0,67.0,,,0.06333333333333334,0.6861111111111111,0.015555555555555555,0.03722222222222222
2016,37,119,005405,2,2023,105030.0,1800.0,114.0,1235.0,28.0,1800.0,67.0,,,0.06333333333333334,0.6861111111111111,0.015555555555555555,0.03722222222222222
2017,37,119,005405,2,2023,105030.0,1800.0,114.0,1235.0,28.0,1800.0,67.0,,,0.06333333333333334,0.6861111111111111,0.015555555555555555,0.03722222222222222
2018,37,119,005405,2,2023,105030.0,1800.0,114.0,1235.0,28.0,1800.0,67.0,,,0.06333333333333334,0.6861111111111111,0.015555555555555555,0.03722222222222222
2019,37,119,005405,2,2023,105030.0,1800.0,114.0,1235.0,28.0,1800.0,67.0,,,0.06333333333333334,0.6861111111111111,0.015555555555555555,0.03722222222222222
2020,37,119,005405,2,2023,105030.0,1800.0,114.0,1235.0,28.0,1800.0,67.0,,,0.06333333333333334,0.6861111111111111,0.015555555555555555,0.03722222222222222
2021,37,119,005405,2,2023,105030.0,1800.0,114.0,1235.0,28.0,1800.0,67.0,,,0.06333333333333334,0.6861111111111111,0.015555555555555555,0.03722222222222222
2022,37,119,005405,2,2023,105030.0,1800.0,114.0,1235.0,28.0,1800.0,67.0,,,0.06333333333333334,0.6861111111111111,0.015555555555555555,0.03722222222222222
2023,37,119,005405,2,2023,105030.0,1800.0,114.0,1235.0,28.0,1800.0,67.0,,,0.06333333333333334,0.6861111111111111,0.015555555555555555,0.03722222222222222
2018,37,119,003013,2,2023,133147.0,2432.0,2361.0,0.0,60.0,2432.0,0.0,,,0.9708059210526315,0.0,0.024671052631578948,0.0
2019,37,119,003013,2,2023,133147.0,2432.0,2361.0,0.0,60.0,2432.0,0.0,,,0.9708059210526315,0.0,0.024671052631578948,0.0
2020,37,119,003013,2,2023,133147.0,2432.0,2361.0,0.0,60.0,2432.0,0.0,,,0.9708059210526315,0.0,0.024671052631578948,0.0
2021,37,119,003013,2,2023,133147.0,2432.0,2361.0,0.0,60.0,2432.0,0.0,,,0.9708059210526315,0.0,0.024671052631578948,0.0
2022,37,119,003013,2,2023,133147.0,2432.0,2361.0,0.0,60.0,2432.0,0.0,,,0.9708059210526315,0.0,0.024671052631578948,0.0
2023,37,119,003013,2,2023,133147.0,2432.0,2361.0,0.0,60.0,2432.0,0.0,,,0.9708059210526315,0.0,0.024671052631578948,0.0
2015,37,119,005529,1,2023,68587.0,1676.0,311.0,688.0,204.0,1676.0,453.0,,,0.18556085918854415,0.4105011933174224,0.12171837708830549,0.2702863961813842
2016,37,119,005529,1,2023,68587.0,1676.0,311.0,688.0,204.0,1676.0,453.0,,,0.18556085918854415,0.4105011933174224,0.12171837708830549,0.2702863961813842
2017,37,119,005529,1,2023,68587.0,1676.0,311.0,688.0,204.0,1676.0,453.0,,,0.18556085918854415,0.4105011933174224,0.12171837708830549,0.2702863961813842
2018,37,119,005529,1,2023,68587.0,1676.0,311.0,688.0,204.0,1676.0,453.0,,,0.18556085918854415,0.4105011933174224,0.12171837708830549,0.2702863961813842
2019,37,119,005529,1,2023,68587.0,1676.0,311.0,688.0,204.0,1676.0,453.0,,,0.18556085918854415,0.4105011933174224,0.12171837708830549,0.2702863961813842
2020,37,119,005529,1,2023,68587.0,1676.0,311.0,688.0,204.0,1676.0,453.0,,,0.18556085918854415,0.4105011933174224,0.12171837708830549,0.2702863961813842
2021,37,119,005529,1,2023,68587.0,1676.0,311.0,688.0,204.0,1676.0,453.0,,,0.18556085918854415,0.4105011933174224,0.12171837708830549,0.2702863961813842
2022,37,119,005529,1,2023,68587.0,1676.0,311.0,688.0,204.0,1676.0,453.0,,,0.18556085918854415,0.4105011933174224,0.12171837708830549,0.2702863961813842
2023,37,119,005529,1,2023,68587.0,1676.0,311.0,688.0,204.0,1676.0,453.0,,,0.18556085918854415,0.4105011933174224,0.12171837708830549,0.2702863961813842
2015,37,119,005527,1,2023,80597.0,3028.0,1160.0,1360.0,22.0,3028.0,400.0,,,0.38309114927344784,0.44914134742404227,0.00726552179656539,0.13210039630118892
2016,37,119,005527,1,2023,80597.0,3028.0,1160.0,1360.0,22.0,3028.0,400.0,,,0.38309114927344784,0.44914134742404227,0.00726552179656539,0.13210039630118892
2017,37,119,005527,1,2023,80597.0,3028.0,1160.0,1360.0,22.0,3028.0,400.0,,,0.38309114927344784,0.44914134742404227,0.00726552179656539,0.13210039630118892
2018,37,119,005527,1,2023,80597.0,3028.0,1160.0,1360.0,22.0,3028.0,400.0,,,0.38309114927344784,0.44914134742404227,0.00726552179656539,0.13210039630118892
2019,37,119,005527,1,2023,80597.0,3028.0,1160.0,1360.0,22.0,3028.0,400.0,,,0.38309114927344784,0.44914134742404227,0.00726552179656539,0.13210039630118892
2020,37,119,005527,1,2023,80597.0,3028.0,1160.0,1360.0,22.0,3028.0,400.0,,,0.38309114927344784,0.44914134742404227,0.00726552179656539,0.13210039630118892
2021,37,119,005527,1,2023,80597.0,3028.0,1160.0,1360.0,22.0,3028.0,400.0,,,0.38309114927344784,0.44914134742404227,0.00726552179656539,0.13210039630118892
2022,37,119,005527,1,2023,80597.0,3028.0,1160.0,1360.0,22.0,3028.0,400.0,,,0.38309114927344784,0.44914134742404227,0.00726552179656539,0.13210039630118892
2023,37,119,005527,1,2023,80597.0,3028.0,1160.0,1360.0,22.0,3028.0,400.0,,,0.38309114927344784,0.44914134742404227,0.00726552179656539,0.13210039630118892
2015,37,119,005928,1,2023,79000.0,1857.0,550.0,653.0,0.0,1857.0,608.0,,,0.29617662897145935,0.3516424340333872,0.0,0.32740980075390413
2016,37,119,005928,1,2023,79000.0,1857.0,550.0,653.0,0.0,1857.0,608.0,,,0.29617662897145935,0.3516424340333872,0.0,0.32740980075390413
2017,37,119,005928,1,2023,79000.0,1857.0,550.0,653.0,0.0,1857.0,608.0,,,0.29617662897145935,0.3516424340333872,0.0,0.32740980075390413
2018,37,119,005928,1,2023,79000.0,1857.0,550.0,653.0,0.0,1857.0,608.0,,,0.29617662897145935,0.3516424340333872,0.0,0.32740980075390413
2019,37,119,005928,1,2023,79000.0,1857.0,550.0,653.0,0.0,1857.0,608.0,,,0.29617662897145935,0.3516424340333872,0.0,0.32740980075390413
2020,37,119,005928,1,2023,79000.0,1857.0,550.0,653.0,0.0,1857.0,608.0,,,0.29617662897145935,0.3516424340333872,0.0,0.32740980075390413
2021,37,119,005928,1,2023,79000.0,1857.0,550.0,653.0,0.0,1857.0,608.0,,,0.29617662897145935,0.3516424340333872,0.0,0.32740980075390413
2022,37,119,005928,1,2023,79000.0,1857.0,550.0,653.0,0.0,1857.0,608.0,,,0.29617662897145935,0.3516424340333872,0.0,0.32740980075390413
2023,37,119,005928,1,2023,79000.0,1857.0,550.0,653.0,0.0,1857.0,608.0,,,0.29617662897145935,0.3516424340333872,0.0,0.32740980075390413
2015,37,119,005200,3,2023,46192.0,1164.0,201.0,896.0,0.0,1164.0,101.0,,,0.17268041237113402,0.7697594501718213,0.0,0.08676975945017182
2016,37,119,005200,3,2023,46192.0,1164.0,201.0,896.0,0.0,1164.0,101.0,,,0.17268041237113402,0.7697594501718213,0.0,0.08676975945017182
2017,37,119,005200,3,2023,46192.0,1164.0,201.0,896.0,0.0,1164.0,101.0,,,0.17268041237113402,0.7697594501718213,0.0,0.08676975945017182
2018,37,119,005200,3,2023,46192.0,1164.0,201.0,896.0,0.0,1164.0,101.0,,,0.17268041237113402,0.7697594501718213,0.0,0.08676975945017182
2019,37,119,005200,3,2023,46192.0,1164.0,201.0,896.0,0.0,1164.0,101.0,,,0.17268041237113402,0.7697594501718213,0.0,0.08676975945017182
2020,37,119,005200,3,2023,46192.0,1164.0,201.0,896.0,0.0,1164.0,101.0,,,0.17268041237113402,0.7697594501718213,0.0,0.08676975945017182
2021,37,119,005200,3,2023,46192.0,1164.0,201.0,896.0,0.0,1164.0,101.0,,,0.17268041237113402,0.7697594501718213,0.0,0.08676975945017182
2022,37,119,005200,3,2023,46192.0,1164.0,201.0,896.0,0.0,1164.0,101.0,,,0.17268041237113402,0.7697594501718213,0.0,0.08676975945017182
2023,37,119,005200,3,2023,46192.0,1164.0,201.0,896.0,0.0,1164.0,101.0,,,0.17268041237113402,0.7697594501718213,0.0,0.08676975945017182
2015,37,119,001917,1,2023,78158.0,1903.0,750.0,578.0,21.0,1903.0,560.0,,,0.3941145559642669,0.30373095112979503,0.011035207566999475,0.29427220178665264
2016,37,119,001917,1,2023,78158.0,1903.0,750.0,578.0,21.0,1903.0,560.0,,,0.3941145559642669,0.30373095112979503,0.011035207566999475,0.29427220178665264
2017,37,119,001917,1,2023,78158.0,1903.0,750.0,578.0,21.0,1903.0,560.0,,,0.3941145559642669,0.30373095112979503,0.011035207566999475,0.29427220178665264
2018,37,119,001917,1,2023,78158.0,1903.0,750.0,578.0,21.0,1903.0,560.0,,,0.3941145559642669,0.30373095112979503,0.011035207566999475,0.29427220178665264
2019,37,119,001917,1,2023,78158.0,1903.0,750.0,578.0,21.0,1903.0,560.0,,,0.3941145559642669,0.30373095112979503,0.011035207566999475,0.29427220178665264
2020,37,119,001917,1,2023,78158.0,1903.0,750.0,578.0,21.0,1903.0,560.0,,,0.3941145559642669,0.30373095112979503,0.011035207566999475,0.29427220178665264
2021,37,119,001917,1,2023,78158.0,1903.0,750.0,578.0,21.0,1903.0,560.0,,,0.3941145559642669,0.30373095112979503,0.011035207566999475,0.29427220178665264
2022,37,119,001917,1,2023,78158.0,1903.0,750.0,578.0,21.0,1903.0,560.0,,,0.3941145559642669,0.30373095112979503,0.011035207566999475,0.29427220178665264
2023,37,119,001917,1,2023,78158.0,1903.0,750.0,578.0,21.0,1903.0,560.0,,,0.3941145559642669,0.30373095112979503,0.011035207566999475,0.29427220178665264
2015,37,119,001801,1,2023,47663.0,326.0,201.0,101.0,24.0,326.0,15.0,,,0.6165644171779141,0.3098159509202454,0.0736196319018405,0.046012269938650305
2016,37,119,001801,1,2023,47663.0,326.0,201.0,101.0,24.0,326.0,15.0,,,0.6165644171779141,0.3098159509202454,0.0736196319018405,0.046012269938650305
2017,37,119,001801,1,2023,47663.0,326.0,201.0,101.0,24.0,326.0,15.0,,,0.6165644171779141,0.3098159509202454,0.0736196319018405,0.046012269938650305
2018,37,119,001801,1,2023,47663.0,326.0,201.0,101.0,24.0,326.0,15.0,,,0.6165644171779141,0.3098159509202454,0.0736196319018405,0.046012269938650305
2019,37,119,001801,1,2023,47663.0,326.0,201.0,101.0,24.0,326.0,15.0,,,0.6165644171779141,0.3098159509202454,0.0736196319018405,0.046012269938650305
2020,37,119,001801,1,2023,47663.0,326.0,201.0,101.0,24.0,326.0,15.0,,,0.6165644171779141,0.3098159509202454,0.0736196319018405,0.046012269938650305
2021,37,119,001801,1,2023,47663.0,326.0,201.0,101.0,24.0,326.0,15.0,,,0.6165644171779141,0.3098159509202454,0.0736196319018405,0.046012269938650305
2022,37,119,001801,1,2023,47663.0,326.0,201.0,101.0,24.0,326.0,15.0,,,0.6165644171779141,0.3098159509202454,0.0736196319018405,0.046012269938650305
2023,37,119,001801,1,2023,47663.0,326.0,201.0,101.0,24.0,326.0,15.0,,,0.6165644171779141,0.3098159509202454,0.0736196319018405,0.046012269938650305
2015,37,119,002600,1,2023,92143.0,1628.0,1000.0,454.0,63.0,1628.0,36.0,,,0.6142506142506142,0.2788697788697789,0.0386977886977887,0.022113022113022112
2016,37,119,002600,1,2023,92143.0,1628.0,1000.0,454.0,63.0,1628.0,36.0,,,0.6142506142506142,0.2788697788697789,0.0386977886977887,0.022113022113022112
2017,37,119,002600,1,2023,92143.0,1628.0,1000.0,454.0,63.0,1628.0,36.0,,,0.6142506142506142,0.2788697788697789,0.0386977886977887,0.022113022113022112
2018,37,119,002600,1,2023,92143.0,1628.0,1000.0,454.0,63.0,1628.0,36.0,,,0.6142506142506142,0.2788697788697789,0.0386977886977887,0.022113022113022112
2019,37,119,002600,1,2023,92143.0,1628.0,1000.0,454.0,63.0,1628.0,36.0,,,0.6142506142506142,0.2788697788697789,0.0386977886977887,0.022113022113022112
2020,37,119,002600,1,2023,92143.0,1628.0,1000.0,454.0,63.0,1628.0,36.0,,,0.6142506142506142,0.2788697788697789,0.0386977886977887,0.022113022113022112
2021,37,119,002600,1,2023,92143.0,1628.0,1000.0,454.0,63.0,1628.0,36.0,,,0.6142506142506142,0.2788697788697789,0.0386977886977887,0.022113022113022112
2022,37,119,002600,1,2023,92143.0,1628.0,1000.0,454.0,63.0,1628.0,36.0,,,0.6142506142506142,0.2788697788697789,0.0386977886977887,0.022113022113022112
2023,37,119,002600,1,2023,92143.0,1628.0,1000.0,454.0,63.0,1628.0,36.0,,,0.6142506142506142,0.2788697788697789,0.0386977886977887,0.022113022113022112
2015,37,119,004000,1,2023,51484.0,565.0,100.0,396.0,0.0,565.0,64.0,,,0.17699115044247787,0.7008849557522124,0.0,0.11327433628318584
2016,37,119,004000,1,2023,51484.0,565.0,100.0,396.0,0.0,565.0,64.0,,,0.17699115044247787,0.7008849557522124,0.0,0.11327433628318584
2017,37,119,004000,1,2023,51484.0,565.0,100.0,396.0,0.0,565.0,64.0,,,0.17699115044247787,0.7008849557522124,0.0,0.11327433628318584
2018,37,119,004000,1,2023,51484.0,565.0,100.0,396.0,0.0,565.0,64.0,,,0.17699115044247787,0.7008849557522124,0.0,0.11327433628318584
2019,37,119,004000,1,2023,51484.0,565.0,100.0,396.0,0.0,565.0,64.0,,,0.17699115044247787,0.7008849557522124,0.0,0.11327433628318584
2020,37,119,004000,1,2023,51484.0,565.0,100.0,396.0,0.0,565.0,64.0,,,0.17699115044247787,0.7008849557522124,0.0,0.11327433628318584
2021,37,119,004000,1,2023,51484.0,565.0,100.0,396.0,0.0,565.0,64.0,,,0.17699115044247787,0.7008849557522124,0.0,0.11327433628318584
2022,37,119,004000,1,2023,51484.0,565.0,100.0,396.0,0.0,565.0,64.0,,,0.17699115044247787,0.7008849557522124,0.0,0.11327433628318584
2023,37,119,004000,1,2023,51484.0,565.0,100.0,396.0,0.0,565.0,64.0,,,0.17699115044247787,0.7008849557522124,0.0,0.11327433628318584
2015,37,119,003106,1,2023,75184.0,2451.0,1031.0,145.0,103.0,2451.0,1438.0,,,0.42064463484292125,0.05915952672378621,0.04202366381068951,0.5866993064055488
2016,37,119,003106,1,2023,75184.0,2451.0,1031.0,145.0,103.0,2451.0,1438.0,,,0.42064463484292125,0.05915952672378621,0.04202366381068951,0.5866993064055488
2017,37,119,003106,1,2023,75184.0,2451.0,1031.0,145.0,103.0,2451.0,1438.0,,,0.42064463484292125,0.05915952672378621,0.04202366381068951,0.5866993064055488
2018,37,119,003106,1,2023,75184.0,2451.0,1031.0,145.0,103.0,2451.0,1438.0,,,0.42064463484292125,0.05915952672378621,0.04202366381068951,0.5866993064055488
2019,37,119,003106,1,2023,75184.0,2451.0,1031.0,145.0,103.0,2451.0,1438.0,,,0.42064463484292125,0.05915952672378621,0.04202366381068951,0.5866993064055488
2020,37,119,003106,1,2023,75184.0,2451.0,1031.0,145.0,103.0,2451.0,1438.0,,,0.42064463484292125,0.05915952672378621,0.04202366381068951,0.5866993064055488
2015,37,119,001923,1,2023,55575.0,2796.0,725.0,1523.0,0.0,2796.0,529.0,,,0.2592989985693848,0.5447067238912733,0.0,0.18919885550786839
2016,37,119,001923,1,2023,55575.0,2796.0,725.0,1523.0,0.0,2796.0,529.0,,,0.2592989985693848,0.5447067238912733,0.0,0.18919885550786839
2017,37,119,001923,1,2023,55575.0,2796.0,725.0,1523.0,0.0,2796.0,529.0,,,0.2592989985693848,0.5447067238912733,0.0,0.18919885550786839
